epoch,dice_coef,loss,val_dice_coef,val_loss
47,0.487483219147,-0.48748321406,0.418838803291,-0.418838793278
48,0.490170420647,-0.490170418104,0.443912651062,-0.443912656307
49,0.511838881811,-0.511838881969,0.441760900974,-0.441760908604
50,0.518858829975,-0.518858817259,0.43121982336,-0.431219827175
51,0.507954842647,-0.507954843362,0.420493793488,-0.420493789673
52,0.528120821953,-0.528120818138,0.470330230713,-0.470330243587
53,0.536868874709,-0.536868865808,0.463037097931,-0.463037090302
54,0.539720425606,-0.53972043252,0.475627314091,-0.475627317905
55,0.540770146688,-0.540770144145,0.47516343689,-0.475163442135
56,0.550360544046,-0.550360537529,0.480861094475,-0.480861094475
57,0.545129342079,-0.545129340808,0.462618984699,-0.462618993759
58,0.52187358276,-0.521873581489,0.47612628746,-0.476126279831
59,0.555210161368,-0.555210166454,0.48587673521,-0.485876729012
60,0.555757468541,-0.555757464568,0.446528849602,-0.446528848171
61,0.54322911485,-0.543229108493,0.489126353741,-0.489126380444
62,0.571160475254,-0.571160471439,0.492170714378,-0.492170706749
63,0.576217107693,-0.57621710515,0.497969364166,-0.497969354153
64,0.573533096631,-0.573533100446,0.476556328297,-0.476556319237
65,0.578091094812,-0.57809109354,0.502712456226,-0.502712452412
66,0.596296097755,-0.596296108484,0.496600056648,-0.496600056648
67,0.578781199455,-0.578781196912,0.484723443508,-0.484723454952
68,0.587945212046,-0.587945198059,0.502776282787,-0.502776286602
69,0.603657040914,-0.603657040914,0.505544229984,-0.505544241428
70,0.604985186259,-0.60498517863,0.507593963146,-0.507593964577
71,0.608259125551,-0.608259124438,0.494401608467,-0.494401606083
72,0.588644632022,-0.588644630194,0.508222576618,-0.508222588062
73,0.608029423396,-0.608029424508,0.511897612095,-0.511897585392
74,0.625969682217,-0.625969694932,0.512733790398,-0.512733788967
75,0.62277151076,-0.622771505674,0.518780739784,-0.518780745029
76,0.624102957726,-0.624102955182,0.515083142757,-0.515083132744
77,0.636551585992,-0.636551585992,0.508710746288,-0.508710750103
78,0.638789539019,-0.638789528847,0.515227415085,-0.515227399826
79,0.634649169286,-0.634649175485,0.509634042263,-0.509634055138
80,0.646370301088,-0.646370305061,0.486993692398,-0.486993684769
81,0.629540284793,-0.629540292422,0.507544946194,-0.50754493618
82,0.638167852243,-0.638167850812,0.492963580132,-0.492963590145
83,0.645604176839,-0.64560416158,0.521248689175,-0.521248677731
84,0.651033986886,-0.651033980529,0.526889612675,-0.526889616489
85,0.660243025303,-0.660243012587,0.508804563522,-0.508804563522
86,0.662121168137,-0.662121169567,0.488859797001,-0.488859800816
87,0.635644653122,-0.635644658486,0.499661408424,-0.499661409855
88,0.661612922986,-0.661612916629,0.517089118958,-0.517089118958
89,0.656607231935,-0.656607225736,0.528224068642,-0.528224064827
90,0.67824007686,-0.678240061601,0.521864609241,-0.521864611626
91,0.678959521135,-0.678959505876,0.519303795338,-0.519303792953
92,0.684887815317,-0.684887811343,0.518021978378,-0.518021974564
93,0.678033782959,-0.678033772786,0.527353531837,-0.527353539467
94,0.687322005113,-0.687321997484,0.46814321804,-0.468143220425
95,0.653765484015,-0.653765486558,0.516745243549,-0.516745254993
96,0.668431085899,-0.668431088443,0.487784146309,-0.487784128666
97,0.666215637684,-0.666215620995,0.530549946785,-0.530549948215
98,0.68730856514,-0.687308558623,0.517106633186,-0.517106614113
99,0.696699408849,-0.696699398677,0.500910882473,-0.500910886288
